study_name,run_name,run_id,gif_path,png_path,vtk_available,status,final_time_s,x_puit,y_puit,x_buse,y_buse,y_gap_buse,x_gap_buse,x_plateau,ratio_surface,rho_ink,eta_0,eta_inf,sigma,lambda_carreau,n_carreau,CA_substrate,CA_wall_isolant_left,CA_wall_isolant_right,CA_top_isolant_left,CA_top_isolant_right,CA_buse_int_left,CA_buse_int_right,CA_buse_ext_left,CA_buse_ext_right,endTime,writeInterval,deltaT,maxCo
full_parametric_32,run_035_wall_isolant_left30_top_isolant_left15_eta00.5_eta_inf0.1_ratio_surface0.8,35,/home/erikeo29/17_RD_Ag_AgCl/40_AgCl_OpenFOAM/05_AgCl_OF_param_v5/results/full_parametric_32/gifs/run_035_wall_isolant_left30_top_isolant_left15_eta00.5_eta_inf0.1_ratio_surface0.8.gif,/home/erikeo29/17_RD_Ag_AgCl/40_AgCl_OpenFOAM/05_AgCl_OF_param_v5/results/full_parametric_32/png/run_035_wall_isolant_left30_top_isolant_left15_eta00.5_eta_inf0.1_ratio_surface0.8.png,True,OK,,0.8,0.128,0.3,0.273,0.06,0.0,0.4,0.7998,3000,0.5,0.1,0.04,,0.5,35,30,120,15,120,90,90,180,180,0.2,0.002,1e-06,0.3
full_parametric_32,run_036_wall_isolant_left30_top_isolant_left15_eta00.5_eta_inf0.1_ratio_surface1.2,36,/home/erikeo29/17_RD_Ag_AgCl/40_AgCl_OpenFOAM/05_AgCl_OF_param_v5/results/full_parametric_32/gifs/run_036_wall_isolant_left30_top_isolant_left15_eta00.5_eta_inf0.1_ratio_surface1.2.gif,/home/erikeo29/17_RD_Ag_AgCl/40_AgCl_OpenFOAM/05_AgCl_OF_param_v5/results/full_parametric_32/png/run_036_wall_isolant_left30_top_isolant_left15_eta00.5_eta_inf0.1_ratio_surface1.2.png,True,OK,,0.8,0.128,0.3,0.41,0.06,0.0,0.4,1.2012,3000,0.5,0.1,0.04,,0.5,35,30,120,15,120,90,90,180,180,0.2,0.002,1e-06,0.3
full_parametric_32,run_037_wall_isolant_left30_top_isolant_left15_eta01.5_eta_inf0.001_ratio_surface0.8,37,/home/erikeo29/17_RD_Ag_AgCl/40_AgCl_OpenFOAM/05_AgCl_OF_param_v5/results/full_parametric_32/gifs/run_037_wall_isolant_left30_top_isolant_left15_eta01.5_eta_inf0.001_ratio_surface0.8.gif,/home/erikeo29/17_RD_Ag_AgCl/40_AgCl_OpenFOAM/05_AgCl_OF_param_v5/results/full_parametric_32/png/run_037_wall_isolant_left30_top_isolant_left15_eta01.5_eta_inf0.001_ratio_surface0.8.png,True,OK,,0.8,0.128,0.3,0.273,0.06,0.0,0.4,0.7998,3000,1.5,0.001,0.04,,0.5,35,30,120,15,120,90,90,180,180,0.2,0.002,1e-06,0.3
full_parametric_32,run_038_wall_isolant_left30_top_isolant_left15_eta01.5_eta_inf0.001_ratio_surface1.2,38,/home/erikeo29/17_RD_Ag_AgCl/40_AgCl_OpenFOAM/05_AgCl_OF_param_v5/results/full_parametric_32/gifs/run_038_wall_isolant_left30_top_isolant_left15_eta01.5_eta_inf0.001_ratio_surface1.2.gif,/home/erikeo29/17_RD_Ag_AgCl/40_AgCl_OpenFOAM/05_AgCl_OF_param_v5/results/full_parametric_32/png/run_038_wall_isolant_left30_top_isolant_left15_eta01.5_eta_inf0.001_ratio_surface1.2.png,True,OK,,0.8,0.128,0.3,0.41,0.06,0.0,0.4,1.2012,3000,1.5,0.001,0.04,,0.5,35,30,120,15,120,90,90,180,180,0.2,0.002,1e-06,0.3
full_parametric_32,run_039_wall_isolant_left30_top_isolant_left15_eta01.5_eta_inf0.1_ratio_surface0.8,39,/home/erikeo29/17_RD_Ag_AgCl/40_AgCl_OpenFOAM/05_AgCl_OF_param_v5/results/full_parametric_32/gifs/run_039_wall_isolant_left30_top_isolant_left15_eta01.5_eta_inf0.1_ratio_surface0.8.gif,/home/erikeo29/17_RD_Ag_AgCl/40_AgCl_OpenFOAM/05_AgCl_OF_param_v5/results/full_parametric_32/png/run_039_wall_isolant_left30_top_isolant_left15_eta01.5_eta_inf0.1_ratio_surface0.8.png,True,OK,,0.8,0.128,0.3,0.273,0.06,0.0,0.4,0.7998,3000,1.5,0.1,0.04,,0.5,35,30,120,15,120,90,90,180,180,0.2,0.002,1e-06,0.3
full_parametric_32,run_040_wall_isolant_left30_top_isolant_left15_eta01.5_eta_inf0.1_ratio_surface1.2,40,/home/erikeo29/17_RD_Ag_AgCl/40_AgCl_OpenFOAM/05_AgCl_OF_param_v5/results/full_parametric_32/gifs/run_040_wall_isolant_left30_top_isolant_left15_eta01.5_eta_inf0.1_ratio_surface1.2.gif,/home/erikeo29/17_RD_Ag_AgCl/40_AgCl_OpenFOAM/05_AgCl_OF_param_v5/results/full_parametric_32/png/run_040_wall_isolant_left30_top_isolant_left15_eta01.5_eta_inf0.1_ratio_surface1.2.png,True,OK,,0.8,0.128,0.3,0.41,0.06,0.0,0.4,1.2012,3000,1.5,0.1,0.04,,0.5,35,30,120,15,120,90,90,180,180,0.2,0.002,1e-06,0.3
full_parametric_32,run_041_wall_isolant_left60_top_isolant_left15_eta00.5_eta_inf0.001_ratio_surface0.8,41,/home/erikeo29/17_RD_Ag_AgCl/40_AgCl_OpenFOAM/05_AgCl_OF_param_v5/results/full_parametric_32/gifs/run_041_wall_isolant_left60_top_isolant_left15_eta00.5_eta_inf0.001_ratio_surface0.8.gif,/home/erikeo29/17_RD_Ag_AgCl/40_AgCl_OpenFOAM/05_AgCl_OF_param_v5/results/full_parametric_32/png/run_041_wall_isolant_left60_top_isolant_left15_eta00.5_eta_inf0.001_ratio_surface0.8.png,True,OK,,0.8,0.128,0.3,0.273,0.06,0.0,0.4,0.7998,3000,0.5,0.001,0.04,,0.5,35,60,120,15,120,90,90,180,180,0.2,0.002,1e-06,0.3
full_parametric_32,run_042_wall_isolant_left60_top_isolant_left15_eta00.5_eta_inf0.001_ratio_surface1.2,42,/home/erikeo29/17_RD_Ag_AgCl/40_AgCl_OpenFOAM/05_AgCl_OF_param_v5/results/full_parametric_32/gifs/run_042_wall_isolant_left60_top_isolant_left15_eta00.5_eta_inf0.001_ratio_surface1.2.gif,/home/erikeo29/17_RD_Ag_AgCl/40_AgCl_OpenFOAM/05_AgCl_OF_param_v5/results/full_parametric_32/png/run_042_wall_isolant_left60_top_isolant_left15_eta00.5_eta_inf0.001_ratio_surface1.2.png,True,OK,,0.8,0.128,0.3,0.41,0.06,0.0,0.4,1.2012,3000,0.5,0.001,0.04,,0.5,35,60,120,15,120,90,90,180,180,0.2,0.002,1e-06,0.3
full_parametric_32,run_043_wall_isolant_left60_top_isolant_left15_eta00.5_eta_inf0.1_ratio_surface0.8,43,/home/erikeo29/17_RD_Ag_AgCl/40_AgCl_OpenFOAM/05_AgCl_OF_param_v5/results/full_parametric_32/gifs/run_043_wall_isolant_left60_top_isolant_left15_eta00.5_eta_inf0.1_ratio_surface0.8.gif,/home/erikeo29/17_RD_Ag_AgCl/40_AgCl_OpenFOAM/05_AgCl_OF_param_v5/results/full_parametric_32/png/run_043_wall_isolant_left60_top_isolant_left15_eta00.5_eta_inf0.1_ratio_surface0.8.png,True,OK,,0.8,0.128,0.3,0.273,0.06,0.0,0.4,0.7998,3000,0.5,0.1,0.04,,0.5,35,60,120,15,120,90,90,180,180,0.2,0.002,1e-06,0.3
full_parametric_32,run_044_wall_isolant_left60_top_isolant_left15_eta00.5_eta_inf0.1_ratio_surface1.2,44,/home/erikeo29/17_RD_Ag_AgCl/40_AgCl_OpenFOAM/05_AgCl_OF_param_v5/results/full_parametric_32/gifs/run_044_wall_isolant_left60_top_isolant_left15_eta00.5_eta_inf0.1_ratio_surface1.2.gif,/home/erikeo29/17_RD_Ag_AgCl/40_AgCl_OpenFOAM/05_AgCl_OF_param_v5/results/full_parametric_32/png/run_044_wall_isolant_left60_top_isolant_left15_eta00.5_eta_inf0.1_ratio_surface1.2.png,True,OK,,0.8,0.128,0.3,0.41,0.06,0.0,0.4,1.2012,3000,0.5,0.1,0.04,,0.5,35,60,120,15,120,90,90,180,180,0.2,0.002,1e-06,0.3
full_parametric_32,run_045_wall_isolant_left60_top_isolant_left15_eta01.5_eta_inf0.001_ratio_surface0.8,45,/home/erikeo29/17_RD_Ag_AgCl/40_AgCl_OpenFOAM/05_AgCl_OF_param_v5/results/full_parametric_32/gifs/run_045_wall_isolant_left60_top_isolant_left15_eta01.5_eta_inf0.001_ratio_surface0.8.gif,/home/erikeo29/17_RD_Ag_AgCl/40_AgCl_OpenFOAM/05_AgCl_OF_param_v5/results/full_parametric_32/png/run_045_wall_isolant_left60_top_isolant_left15_eta01.5_eta_inf0.001_ratio_surface0.8.png,True,OK,,0.8,0.128,0.3,0.273,0.06,0.0,0.4,0.7998,3000,1.5,0.001,0.04,,0.5,35,60,120,15,120,90,90,180,180,0.2,0.002,1e-06,0.3
full_parametric_32,run_046_wall_isolant_left60_top_isolant_left15_eta01.5_eta_inf0.001_ratio_surface1.2,46,/home/erikeo29/17_RD_Ag_AgCl/40_AgCl_OpenFOAM/05_AgCl_OF_param_v5/results/full_parametric_32/gifs/run_046_wall_isolant_left60_top_isolant_left15_eta01.5_eta_inf0.001_ratio_surface1.2.gif,/home/erikeo29/17_RD_Ag_AgCl/40_AgCl_OpenFOAM/05_AgCl_OF_param_v5/results/full_parametric_32/png/run_046_wall_isolant_left60_top_isolant_left15_eta01.5_eta_inf0.001_ratio_surface1.2.png,True,OK,,0.8,0.128,0.3,0.41,0.06,0.0,0.4,1.2012,3000,1.5,0.001,0.04,,0.5,35,60,120,15,120,90,90,180,180,0.2,0.002,1e-06,0.3
full_parametric_32,run_047_wall_isolant_left60_top_isolant_left15_eta01.5_eta_inf0.1_ratio_surface0.8,47,/home/erikeo29/17_RD_Ag_AgCl/40_AgCl_OpenFOAM/05_AgCl_OF_param_v5/results/full_parametric_32/gifs/run_047_wall_isolant_left60_top_isolant_left15_eta01.5_eta_inf0.1_ratio_surface0.8.gif,/home/erikeo29/17_RD_Ag_AgCl/40_AgCl_OpenFOAM/05_AgCl_OF_param_v5/results/full_parametric_32/png/run_047_wall_isolant_left60_top_isolant_left15_eta01.5_eta_inf0.1_ratio_surface0.8.png,True,OK,,0.8,0.128,0.3,0.273,0.06,0.0,0.4,0.7998,3000,1.5,0.1,0.04,,0.5,35,60,120,15,120,90,90,180,180,0.2,0.002,1e-06,0.3
full_parametric_32,run_048_wall_isolant_left60_top_isolant_left15_eta01.5_eta_inf0.1_ratio_surface1.2,48,/home/erikeo29/17_RD_Ag_AgCl/40_AgCl_OpenFOAM/05_AgCl_OF_param_v5/results/full_parametric_32/gifs/run_048_wall_isolant_left60_top_isolant_left15_eta01.5_eta_inf0.1_ratio_surface1.2.gif,/home/erikeo29/17_RD_Ag_AgCl/40_AgCl_OpenFOAM/05_AgCl_OF_param_v5/results/full_parametric_32/png/run_048_wall_isolant_left60_top_isolant_left15_eta01.5_eta_inf0.1_ratio_surface1.2.png,True,OK,,0.8,0.128,0.3,0.41,0.06,0.0,0.4,1.2012,3000,1.5,0.1,0.04,,0.5,35,60,120,15,120,90,90,180,180,0.2,0.002,1e-06,0.3
